,launch,year,date,kms,points,dep,flight type,pilot name,take off,landing,dist1,dist2,dist3,dist4,route,cat,wing,speed,duration,max alt,BD,lat BD,lon BD,time BD,BA,lat BA,lon BA,time BA,sex
211,floirac,2018-2019,22/05/2019,96.15,96.15,46,Dist 3 pts,Herve DELAUNAY,Floirac (46),La Fouillade,52.95,33.29,5.47,4.38,0,B,Mentor 6,22.9,4.2,2133.0,Floirac (46),448984.0,165343.0,1558531063.0,La Fouillade,442247.0,20442.0,1558546188.0,male
212,floirac,2018-2019,13/07/2019,84.63,84.63,46,Dist 3 pts,Christian GOURMELON,Floirac (46),Travers Najac,22.12,3.73,15.59,43.13,0,C,Artik 5,28.8,2.9,2227.0,Soult,448973.0,164007.0,1563019912.0,Travers Najac,442315.0,202555.0,1563030496.0,male
213,floirac,2019-2020,07/06/2020,54.7,54.7,46,Dist 3 pts,Olivier PICOT,Floirac (46)soule,Capdenac-Gare,0.63,0.68,39.42,13.93,0,B,Mentor 4 Light,27.3,2.0,1713.0,Soult (46),44898.0,165433.0,1591527947.0,Capdenac-Gare,445622.0,20743.0,1591535155.0,male
214,floirac,2019-2020,07/06/2020,16.89,16.89,46,Dist 3 pts,Etienne MARZAT,Floirac (46),proximité D807 route de Gramat,0.49,9.53,4.61,2.25,0,B,Base,21.8,0.8,1461.0,Soult (46),448981.0,16542.0,1591528567.0,proximité D807 route de Gramat,44771.0,169407.0,1591531351.0,male
215,floirac,2019-2020,10/06/2020,13.5,18.9,46,triangle FAI,Nicolas FAVRE,Floirac (46),Soult (46),5.18,4.53,3.78,0.0,0,D,Zeno,14.6,0.9,1173.0,Soult (46),449036.0,165942.0,1591793015.0,Lieu dit Labarthe (Floirac),449292.0,16534.0,1591796342.0,male
216,floirac,2019-2020,10/06/2020,89.83,89.83,46,Dist 3 pts,William SAINTE-CATHERINE,Floirac (46),la capelle bleys,0.8,1.1,15.5,72.37,0,D,Leopard,28.7,3.1,1787.0,Soult,44896.0,164855.0,1591786660.0,la capelle bleys,442434.0,22267.0,1591797938.0,male
217,floirac,2019-2020,03/07/2020,20.14,20.14,46,Dist 3 pts,Christophe BERNUS,Floirac (46),Gramat,0.8,1.15,2.09,16.09,0,B,Tequila 4,12.7,1.6,1494.0,Soult (46),448973.0,164908.0,1593783435.0,Gramat,447692.0,171693.0,1593789150.0,male
218,floirac,2019-2020,05/07/2020,26.27,26.27,46,Dist 3 pts,Davy FARGES,Floirac (46),Les Ginibres,1.08,1.2,4.13,19.85,0,C,Volt 3,16.6,1.6,1431.0,Soult (46),448983.0,165332.0,1593955707.0,Mayrinhac-Lentour,448035.0,18211.0,1593961413.0,male
219,floirac,2019-2020,11/07/2020,113.37,113.37,46,Dist 3 pts,Sylvain GATTINI,Floirac (46),Montels,0.87,0.83,67.17,44.42,0,D,Mantra 7,31.6,3.6,2033.0,Soult (46),449003.0,165158.0,1594465401.0,Montels,439605.0,191333.0,1594478329.0,male
220,floirac,2019-2020,14/07/2020,64.31,64.31,46,Dist 3 pts,Nicolas PEDEZERT,Floirac (46),Peyrusse-le-Roc,50.48,1.69,8.86,3.23,0,D,Omega Xalps 2,28.8,2.2,2201.0,Soult,448957.0,164613.0,1594736398.0,Peyrusse-le-Roc,444867.0,213697.0,1594744431.0,male
221,floirac,2020-2021,02/09/2020,89.46,89.46,46,Dist 3 pts,Olivier BARDY,Floirac,Milhars,12.73,8.27,61.85,6.55,0,B,Iota 2,27.5,3.2,0.0,Floirac (46),448983.0,165273.0,946734302.0,Milhars,441388.0,184955.0,946745994.0,male
222,floirac,2020-2021,02/09/2020,41.72,41.72,46,Dist 3 pts,Philippe MALJOURNAL,Floirac (46),Camburat,0.69,0.46,0.76,39.78,0,B,Tequila 4,22.7,1.8,0.0,Floirac (46),448985.0,165468.0,946733993.0,Camburat,446487.0,201227.0,946740601.0,male
223,floirac,2020-2021,02/09/2020,49.78,49.78,46,Dist 3 pts,Stephane BERTHEUIL,Floirac,Décollage de Montblond,0.56,0.57,33.2,15.42,0,C,Artik 5,30.2,1.6,0.0,Soult (46),448981.0,165363.0,946733925.0,Labot (Saujac),444984.0,189797.0,946739853.0,male
224,floirac,2020-2021,06/09/2020,41.4,41.4,46,Dist 3 pts,Davy FARGES,Floirac (46),Belle Combe,2.61,2.13,1.53,35.09,0,C,Volt 3,21.2,2.0,0.0,Soult (46),449005.0,165508.0,946732703.0,Fons,44658.0,19719.0,946739723.0,male
